cellid,freq
14390,1
17433,1
14868,1
8162,1
17273,2
12634,1
15122,5
6441,1
14850,1
17269,1
19765,1
17281,2
13916,2
18163,1
9937,2
11219,1
16099,1
16434,3
13147,1
8194,1
20614,1
18949,1
19585,1
17470,1
16952,1
19088,1
17672,2
15643,1
14156,1
21165,2
16989,4
15029,1
14409,2
18742,1
3976,1
18086,1
20654,5
14058,2
17704,1
14787,1
3579,1
16958,3
15537,2
17407,1
17098,2
20178,1
14638,1
8030,3
1172,1
16895,1
7263,1
16022,1
15507,1
16490,1
11741,1
16760,1
11564,1
16134,1
13642,5
14007,1
16187,2
19361,1
9107,1
14033,3
13367,2
14891,1
9377,1
15348,5
16528,3
12340,1
9906,1
19002,1
4943,2
6096,1
10300,1
10875,2
18337,2
4163,1
16719,3
8390,1
7057,1
15430,2
15128,1
21698,1
15953,1
8413,1
19930,1
15357,2
16170,1
13221,1
19373,3
17702,3
14149,1
16773,1
21465,2
16663,1
7660,1
14089,3
17787,1
18902,1
18801,1
21391,2
19717,1
17101,1
14747,3
21678,2
1588,1
15329,4
18744,2
10083,1
16628,1
4801,1
17429,1
2839,1
18533,3
20492,3
14452,3
12772,1
19745,2
16310,5
20905,2
18555,1
16860,2
9318,1
15966,2
12229,3
11531,1
13203,3
21102,1
20635,1
21150,1
15073,1
14469,1
17530,1
14844,1
13903,3
10042,2
19326,1
21560,1
11259,1
16910,1
16196,1
10480,1
15463,2
7641,1
21180,1
7227,1
8411,2
17003,2
15219,1
14418,1
13409,1
16275,2
18942,1
17726,1
11876,1
16748,1
8383,2
13692,1
7247,1
4557,1
18610,4
18325,1
2819,1
16886,1
15482,1
15695,1
14159,1
16247,1
14197,2
7873,1
13522,1
20592,3
11913,3
14854,1
19755,1
21724,3
13655,1
8943,2
13641,2
18317,4
11187,2
11742,1
44,1
15338,1
13793,1
11084,1
16198,3
20083,2
18334,1
14276,2
12656,1
12292,1
20879,1
19984,1
12535,1
10636,1
16139,2
14026,1
20537,1
6289,1
17740,1
9405,1
16073,3
7783,1
17224,1
14497,2
4694,1
12917,1
17983,2
11402,1
15726,3
17479,2
11569,2
20440,1
21610,3
10843,2
8768,2
14783,2
20097,1
17018,1
3777,1
16799,1
15496,1
5327,1
11203,1
21269,1
1128,1
8575,1
11877,1
20387,1
17135,1
20355,2
10688,1
16639,1
17890,1
16167,2
11237,1
6258,1
11868,2
16176,1
4340,1
11587,2
9527,2
15502,1
14936,1
7810,2
17004,1
17886,1
8798,1
20708,2
9567,1
15723,1
12424,1
19479,4
13702,1
20276,2
10749,1
18229,1
15691,3
13210,1
19423,2
16839,1
21431,4
13611,2
13342,1
17711,1
17100,1
14707,1
20360,1
19415,1
19651,1
4329,1
18082,2
10298,1
13297,1
14776,4
14554,2
21298,1
15743,1
10438,1
9765,1
20244,4
20706,2
10562,1
17298,3
18011,1
13182,1
7580,1
12898,2
13038,2
17314,1
10592,1
10979,1
14569,2
19257,2
15340,3
3713,1
17110,1
9925,1
8419,1
13739,2
12618,2
15646,1
5521,1
19314,1
15472,2
15030,3
7898,1
532,1
18775,1
21157,2
13918,1
20160,1
14426,1
7195,1
18932,2
19459,1
7449,1
15638,3
8178,1
20736,1
15989,4
15578,5
21596,1
3760,1
12212,1
8765,1
13694,1
15468,8
16380,3
14713,1
16838,2
16072,2
17592,1
21183,2
18663,1
7239,1
10271,1
20080,1
16305,1
5354,1
13865,2
13371,1
13980,1
15947,1
2415,1
11580,1
7410,1
19381,1
3177,1
15701,2
21658,1
18536,2
20808,2
16949,2
13336,1
6068,1
13867,2
19496,1
16521,2
18105,2
16076,2
17645,1
17752,1
7063,1
9688,1
20156,2
17305,2
21796,2
11774,1
21120,1
21380,2
6089,1
20277,1
16541,1
16042,1
16800,1
20788,2
3995,2
18196,1
20588,1
20249,1
18759,2
18407,1
18116,3
13283,1
16046,1
16190,1
19034,2
9913,1
15318,1
17854,1
14965,1
15462,2
18318,2
10021,1
8175,1
16666,2
17226,1
17044,2
17162,1
356,1
8550,1
7441,1
16843,1
8371,1
15212,2
14239,1
13481,1
19735,5
10294,1
21509,1
18047,1
17700,1
20040,1
19962,1
13289,1
20401,1
7475,1
14282,2
8730,1
12359,1
17416,3
17604,1
16135,1
9537,1
20099,1
20533,1
14434,1
20812,1
13194,2
8972,1
13845,1
10038,1
3774,1
18399,1
898,1
12226,1
18061,1
8966,1
21609,2
9108,1
8824,2
21435,1
17927,2
20555,1
14667,3
18920,1
4532,2
17578,1
8240,1
16818,2
11806,3
18892,1
11326,1
18427,1
21282,2
17941,1
7682,1
19172,2
18126,1
18647,2
3064,1
5512,1
11589,1
20924,1
14246,1
17971,1
17880,3
8956,1
18239,1
14283,1
16841,1
13255,1
21242,1
18121,2
1917,1
16903,3
16060,1
16855,1
21497,1
12887,1
15126,2
20757,1
17180,1
7266,2
17756,1
15775,2
16428,2
7894,1
7795,1
19059,2
13391,1
6489,1
928,1
15475,2
13463,2
8791,1
16250,2
16197,5
10068,1
15145,2
13477,1
14516,2
19280,2
9843,1
14996,1
14689,2
12992,1
5140,1
15040,1
15768,1
15519,2
15676,1
10890,1
17908,1
11392,1
6883,1
14185,3
13552,1
19101,1
14140,2
12900,2
13428,1
18632,3
18384,3
3573,1
14350,1
21121,1
15548,2
21155,2
9335,1
13193,2
19714,2
20500,1
12850,2
17259,1
21156,1
11968,1
16801,1
12417,1
19533,1
15904,1
17538,3
20749,2
15932,2
14019,2
12909,1
17278,3
17120,2
14826,1
7394,1
15875,1
11588,1
9350,1
21379,3
19749,2
17102,1
11926,1
16671,1
16763,1
2348,1
17794,1
12133,2
7016,1
12757,2
16641,1
4750,2
17303,6
7237,1
12619,2
16307,2
15559,3
13767,1
19853,4
12341,1
20374,2
14483,1
18734,1
7964,2
19387,1
15407,2
20547,1
20169,1
15799,1
19937,1
21535,1
15083,2
15860,2
9761,3
15070,1
19419,1
16272,2
15495,1
15884,4
13901,1
14322,1
17360,1
17474,2
20034,1
14890,6
16704,2
18869,1
19554,1
15914,1
18028,1
13679,1
15757,1
20494,1
17876,3
13677,2
20712,1
16387,2
13640,1
18930,1
15721,1
5332,1
6508,1
12604,1
12536,1
20078,1
21403,2
15101,1
19021,2
17621,3
18428,1
21395,1
14659,1
16510,2
11996,1
15001,1
19442,1
11908,1
16478,3
10560,1
13228,1
7260,1
14119,2
13751,2
20144,1
15346,3
9380,1
16425,1
14651,1
15448,2
19731,1
18313,1
7819,1
5138,1
14479,1
7835,2
18398,1
18298,1
17237,1
8979,1
12652,1
20968,2
16889,2
19323,2
18258,2
7455,2
15505,1
15111,1
16383,3
13045,2
7199,1
298,1
10095,1
9321,1
15459,8
20618,2
9369,1
14664,3
14472,1
17873,2
7264,2
18442,1
14969,2
16851,2
17815,2
14298,2
17169,2
16192,2
9750,1
17313,2
17632,3
10990,1
21128,1
10518,1
15756,1
14709,1
15667,4
15296,1
16902,1
20704,1
12780,1
15993,2
11757,1
13773,2
11409,1
9517,1
20545,3
2911,1
18409,3
15466,1
16703,1
12620,1
4560,1
17400,2
12956,1
19209,1
16199,2
21359,1
12742,3
12852,1
18955,3
15206,5
20519,1
20439,1
10679,1
15350,2
18025,1
14911,1
21589,2
13056,1
14179,2
13902,1
20530,1
15832,1
17393,2
17555,1
15600,2
15061,1
16361,1
16001,2
5908,1
14285,3
9908,1
16268,2
18529,2
14971,1
11544,1
19965,4
17431,2
17058,2
15879,1
14388,1
5527,1
21092,1
19047,5
3784,1
15458,3
13661,1
15343,4
21224,1
17020,1
16506,3
19457,1
12872,2
12081,1
16279,2
17225,2
13540,1
21521,3
9880,1
7624,1
8770,2
20769,1
18078,2
5934,1
20238,1
9173,1
14447,2
14988,1
14685,3
4373,1
15106,1
11827,1
12938,1
15336,3
15057,2
16614,3
18031,1
11363,1
3236,1
7608,2
10264,1
12380,3
15672,2
11450,1
9858,2
19777,1
17895,1
16643,2
11189,1
13589,1
16651,1
12044,1
15617,1
19269,3
985,1
6319,1
11005,1
4761,1
12046,1
17802,1
18393,1
21584,1
15693,1
16280,1
13631,1
19051,1
16031,1
19358,2
8539,1
17402,2
12796,1
16118,1
8934,2
17300,4
16472,1
19613,4
16194,3
20692,1
19653,1
9361,1
19632,1
1755,1
19324,3
14792,1
17294,1
19971,2
18817,5
19449,1
2049,1
10429,1
12959,1
10640,2
20750,2
14559,2
19626,1
6439,1
6076,2
9320,1
17701,1
2244,1
18690,2
21587,1
14902,1
15962,2
10988,1
6695,1
10616,1
17085,1
10983,1
7582,2
17228,5
742,1
17349,1
3280,1
21442,1
13374,1
15186,1
16074,2
20865,1
2838,1
16712,1
10464,2
4124,1
8223,1
13643,1
3993,1
7047,2
20801,1
3539,1
14964,2
8386,1
18846,1
18918,1
13699,1
18149,2
9632,1
17277,3
17614,1
20543,1
17618,3
15882,1
15598,1
17198,3
15685,3
3425,1
14537,2
16682,1
12429,2
17975,4
11415,1
18124,2
17149,2
3487,1
19780,1
7790,1
18076,1
20781,2
14916,3
19175,2
16013,2
17686,1
19426,1
16665,1
17331,1
13235,2
15086,1
74,1
13317,1
16785,1
3526,1
16590,2
4563,1
20256,1
19527,1
15987,3
18606,1
15240,2
3768,1
18703,1
16816,3
15249,3
17900,3
6461,1
3432,1
8017,2
15138,2
7411,1
13491,1
10255,1
17288,1
11427,1
18206,3
21003,1
19386,1
7789,1
11810,1
10434,2
18595,3
12426,1
18692,1
14271,1
15204,2
7833,3
15227,2
9179,1
21328,1
16683,2
17211,2
13040,1
14320,2
12548,2
8190,1
40,1
21517,1
14686,1
18259,2
18934,3
13511,1
20029,1
17719,1
17382,2
20312,1
15999,2
13826,1
18726,1
17958,2
18285,2
10299,1
15234,2
15773,2
11027,1
20737,2
9130,1
6170,1
20728,1
17816,1
15447,4
16080,2
14297,3
16439,1
15628,1
17072,1
14451,4
6870,2
14499,3
18185,2
19404,2
20015,1
17921,1
6434,1
20763,1
8606,1
17490,2
3618,1
12899,1
21037,1
18342,1
7219,1
18024,3
21787,1
15750,1
13195,2
20275,1
14134,1
18485,1
6691,1
16878,1
6692,2
7238,2
16220,3
17980,2
13143,1
5334,1
19912,1
20351,1
21788,1
7640,1
799,1
16109,3
14443,3
13624,2
17494,1
164,1
12707,1
16306,1
18826,2
17536,2
20158,4
19980,2
12230,1
19633,2
15531,1
15018,1
14676,1
14970,1
20455,1
7522,1
11599,2
10455,1
230,1
16159,2
16075,1
15790,1
19079,1
13344,3
19433,1
17741,1
10292,1
13172,3
7621,1
16986,2
16987,1
17422,3
7282,1
16588,5
17258,2
15886,2
16742,2
15121,5
21151,1
18484,1
19945,2
10716,1
18997,2
14775,1
19510,3
6495,1
15740,1
19383,2
14798,1
8038,1
15036,3
13134,1
17737,3
6037,1
17938,1
7620,2
15998,4
11173,3
4547,1
16459,1
21741,1
20526,2
7982,2
10054,1
19495,2
16281,2
14022,1
11896,1
2082,1
6678,2
9564,1
20487,2
957,1
16795,4
15885,2
16526,1
18808,1
16486,5
7082,1
9163,1
21016,1
13934,1
17099,1
13616,1
13114,1
20734,1
19738,2
16946,1
7439,1
17863,1
17045,3
19181,2
7184,2
14675,2
18433,1
4862,1
17561,1
5021,1
335,1
18390,5
16680,1
13770,2
20047,3
17083,1
19040,3
9723,1
14561,4
20694,2
17978,1
18111,1
14296,1
13420,1
10576,1
11823,1
20874,1
17753,1
14339,1
21571,1
6866,1
8016,1
19075,1
7267,4
15939,2
10402,2
15498,1
16901,1
1111,2
16624,1
9846,1
308,1
19382,1
15976,1
7233,1
3273,1
1694,1
18422,3
15199,1
7113,1
18275,2
20830,2
19672,1
9685,1
14983,3
1346,1
13322,1
19070,2
5026,1
16372,1
20039,3
18176,2
17717,1
16360,2
16269,1
10642,2
15801,1
17552,1
13167,2
19411,2
20534,1
20010,1
14430,2
12714,1
13569,1
13881,2
14742,1
18600,2
8794,1
16859,2
16311,2
3974,1
17826,3
12862,1
7796,1
19762,2
5942,1
16406,3
21266,1
13462,1
12343,1
17857,2
14696,1
14133,3
7797,1
12083,3
18521,1
15252,2
10260,1
18264,1
17779,6
13224,1
14061,5
11258,1
7203,1
11493,1
18274,2
21515,1
14558,3
18315,1
4102,1
9500,4
9909,1
19939,1
15834,3
19969,1
17504,6
18097,2
11745,1
12702,1
18183,3
6368,2
19947,1
16141,2
18114,2
15177,1
21632,1
18654,1
10566,1
11812,1
11166,1
7846,1
19992,1
21424,1
14999,1
14507,1
15895,2
19955,2
15043,1
7802,1
5131,1
18538,2
18613,1
19416,3
14265,2
17799,5
15116,4
15479,1
13748,3
8613,1
14124,2
15849,1
16507,1
17916,1
7248,1
14926,2
17914,1
21740,1
20084,1
20112,1
15542,1
15016,1
19057,2
16045,2
15697,1
18353,1
11397,1
13786,3
20189,2
20523,3
15766,1
18133,1
16575,1
11720,1
15812,1
12074,1
15354,1
11902,2
21189,1
10852,1
15323,1
16290,3
3563,1
10799,1
9053,1
14308,3
15236,4
13628,1
16968,3
15241,3
17931,3
21671,1
21758,2
16710,5
21198,4
16914,1
20933,1
11170,2
21332,2
15981,3
12709,3
13771,2
19050,2
3805,1
18659,1
15497,1
12838,1
14363,1
21461,2
16489,1
15137,2
20652,1
21516,1
16906,1
17493,2
19146,1
17306,1
14295,1
7840,1
18844,1
17778,3
10347,1
21313,1
7594,1
17723,1
19178,3
19155,1
19151,2
5763,1
11605,1
19689,1
19744,7
4378,1
16585,2
17220,1
11360,1
14692,1
16790,2
12999,1
15460,9
19262,6
12379,1
20246,2
7460,2
16837,1
14979,1
21621,1
17624,5
19600,2
17059,1
18870,1
19245,1
15857,2
8000,2
14344,2
13171,1
16441,2
15560,3
20550,2
20027,1
8940,1
9674,2
20896,1
6867,2
18968,1
18752,2
20819,1
17473,1
18534,2
15347,5
16784,4
14532,2
4654,1
14570,1
18532,1
15246,2
8469,1
19210,1
14187,1
13049,1
20713,1
16880,1
12596,1
13754,1
13510,1
13731,1
15304,2
16204,1
1893,1
11031,1
14435,2
14421,3
10703,1
2785,1
18202,2
13619,1
15625,1
14284,1
11695,1
14568,4
20852,1
21628,1
19366,1
15979,2
18026,4
17834,3
17832,1
11769,1
16777,2
1121,1
18171,1
16947,2
864,1
19800,2
14588,1
21314,1
16867,1
7732,1
1090,1
18104,2
1301,1
17006,2
9936,1
17441,2
12962,1
16083,1
19029,1
1981,1
11456,1
16245,1
17928,2
9905,1
14633,1
16184,3
9202,1
11295,1
15674,3
9115,1
14004,1
5589,1
597,1
19617,1
20916,1
2166,1
17204,2
13778,1
13982,1
13207,2
14183,1
16482,1
16335,1
8385,2
19187,2
20970,1
12858,1
7256,1
15327,1
7781,1
16027,1
8598,2
17554,1
12550,1
16460,1
18811,1
9197,1
16605,5
12373,3
15151,1
16442,2
18854,1
8757,1
20336,1
21650,1
20829,1
8589,1
14039,1
15245,2
15990,1
16175,2
14600,1
12728,1
17,1
18173,2
12427,1
21468,1
7646,1
2328,1
14616,1
7226,1
14795,1
21078,1
10893,1
17015,2
14376,1
12488,1
12531,1
17152,1
16232,3
19450,1
14904,1
14613,1
17875,2
18696,1
11758,1
16367,1
13847,1
18297,1
8358,2
13829,1
15778,8
3945,1
17195,2
15139,2
16699,1
21472,1
8023,2
19541,1
20382,1
21451,2
11946,1
20520,1
19162,1
15637,1
8555,2
9698,1
12866,1
7764,1
20975,1
21785,1
17786,2
12768,1
856,1
18926,1
21066,1
17080,2
20241,2
21236,3
6682,1
16293,2
3992,1
16491,3
6444,1
14812,2
7842,1
15577,2
11689,1
2273,2
12889,1
20319,1
21691,1
18965,1
16069,2
12508,1
10849,1
3020,1
15564,4
17896,1
14774,2
10482,1
19542,2
19566,2
16422,2
16129,2
10105,2
14404,2
9959,1
20188,1
15569,1
17010,3
14270,1
19843,2
19044,3
16193,4
7464,1
17953,3
13811,1
20620,1
15228,2
16820,1
12924,1
19642,1
10496,1
20959,1
17692,1
17001,2
14931,1
10671,3
18048,2
21791,3
21342,1
16205,1
19156,2
11648,1
6668,1
21462,1
18760,2
15063,1
17295,1
19979,1
8991,1
18793,2
20170,1
18814,1
12863,1
15763,3
18354,2
18008,5
16610,6
15583,2
3109,1
14632,4
16222,2
15580,2
14171,3
21074,1
17696,1
16495,3
17842,1
17325,3
11216,1
20567,1
17781,3
21124,1
15075,1
1717,1
17865,2
18528,1
13440,5
13706,1
13500,4
18489,1
17807,2
16738,1
15622,3
18818,1
14161,5
18385,1
18809,2
13830,1
15192,1
8762,1
20549,2
11211,1
19986,1
4808,1
16271,1
377,1
5860,1
16252,3
13822,1
18540,1
15862,4
19888,2
21726,2
1302,1
19657,1
6566,1
17292,1
17050,1
17897,2
14772,2
12922,1
13708,2
15963,1
20691,1
20181,1
10670,1
13722,2
15818,1
16492,2
13850,2
17566,2
18328,1
17065,2
14242,1
6246,1
15225,1
14189,2
14428,3
2853,4
7957,1
5481,2
18961,2
16458,2
10117,1
20449,2
7430,1
20450,1
13764,1
16595,1
3647,1
18417,3
16813,1
11743,1
6409,1
14023,2
21406,1
11408,2
